id,region,product,amount
1052,North,Widget,2.12
1053,South,Gadget,4.67
1054,North,Gizmo,9.82
1055,East,Gadget,6.82
1056,East,Doohickey,9.47
1057,South,Widget,3.35
1058,East,Doohickey,7.12
1059,West,Gadget,4.56
1060,South,Gadget,3.56
1061,East,Widget,2.92
1062,South,Gizmo,2.19
1063,East,Gizmo,7.34
1064,North,Gadget,8.52
1065,West,Widget,2.25
1066,West,Doohickey,8.14
1067,South,Gadget,1.03
1068,West,Gadget,8.97
1069,East,Doohickey,9.95
1070,North,Widget,9.96
1071,East,Doohickey,8.05
1072,West,Gadget,3.02
1073,South,Gizmo,0.36
1074,North,Gizmo,6.87
1075,South,Doohickey,6.54
1076,South,Widget,1.8
1077,South,Widget,5.16
1078,West,Gizmo,1.93
1079,North,Gadget,3.66
1080,West,Gizmo,7.4
1081,West,Widget,8.09
1082,West,Doohickey,2.13
1083,South,Gizmo,1.98
1084,West,Gadget,4.26
1085,East,Doohickey,3.42
1086,West,Gizmo,5.29
1087,South,Gadget,0.62
1088,East,Doohickey,1.02
1089,South,Doohickey,0.86
1090,North,Gadget,1.84
1091,West,Gadget,5.32
1092,North,Doohickey,2.64
1093,South,Widget,2.25
1094,North,Doohickey,2.83
1095,West,Widget,3.82
1096,East,Gizmo,5.07
1097,North,Gizmo,8.1
1098,West,Gizmo,7.4
1099,South,Doohickey,5.92
1100,South,Widget,7.04
1101,North,Doohickey,3.97
1102,South,Widget,5.79
1103,West,Doohickey,9.59
1104,East,Gizmo,6.39
1105,North,Gadget,9.88
1106,East,Gadget,6.31
1107,South,Gadget,7.45
1108,North,Gizmo,0.5
1109,East,Doohickey,7.94
1110,East,Doohickey,7.38
1111,East,Gadget,9.96
1112,North,Widget,3.17
1113,North,Doohickey,6.02
1114,West,Gizmo,7.87
1115,East,Doohickey,4.73
1116,North,Doohickey,2.59
1117,North,Widget,7.9
1118,West,Gadget,2.01
1119,West,Widget,3.24
1120,West,Widget,7.63
1121,West,Widget,2.75
1122,West,Doohickey,7.08
1123,West,Gizmo,9.32
1124,North,Gizmo,2.33
1125,North,Widget,9.19
1126,East,Widget,5.09
1127,North,Gizmo,5.85
1128,East,Doohickey,0.53
1129,South,Gizmo,1.92
1130,West,Gizmo,1.71
1131,West,Doohickey,8.85
1132,South,Widget,5.65
1133,South,Doohickey,1.15
1134,East,Widget,8.61
1135,East,Gadget,0.5
1136,East,Gizmo,2.66
1137,East,Gadget,7.76
1138,West,Doohickey,7.54
1139,West,Widget,5.24
1140,East,Widget,2.1
1141,South,Widget,9.52
1142,North,Gizmo,7.27
1143,North,Gizmo,5.57
1144,South,Widget,8.22
1145,South,Gizmo,6.17
1146,West,Gadget,6.72
1147,East,Doohickey,6.59
1148,East,Doohickey,6.14
1149,South,Doohickey,3.84
1150,South,Widget,0.38
1151,North,Widget,0.89
1152,West,Gadget,5.12
1153,South,Doohickey,1.5
1154,North,Doohickey,4.37
1155,West,Gizmo,7.98
1156,South,Gizmo,7.73
1157,West,Gizmo,4.93
1158,West,Widget,4.31
1159,West,Gadget,4.7
1160,East,Gizmo,7.17
1161,East,Doohickey,5.97
1162,South,Gadget,8.25
1163,South,Doohickey,5.93
1164,East,Widget,7.38
1165,West,Widget,7.42
1166,North,Gizmo,0.75
1167,South,Widget,6.96
1168,East,Widget,3.24
1169,South,Doohickey,6.53
1170,West,Widget,6.67
1171,North,Widget,1.8
1172,West,Doohickey,0.6
1173,South,Widget,2.26
1174,South,Widget,5.46
1175,South,Gizmo,3.97
1176,East,Gizmo,8.26
1177,South,Gizmo,4.32
1178,West,Gizmo,9.55
1179,South,Gizmo,8.84
1180,East,Doohickey,6.77
1181,South,Doohickey,4.31
1182,West,Doohickey,2.84
1183,West,Doohickey,9.2
1184,East,Gadget,1.18
1185,East,Gadget,1.66
1186,North,Doohickey,7.61
1187,South,Doohickey,8.08
1188,West,Doohickey,7.45
1189,East,Widget,10.0
1190,South,Widget,1.07
1191,East,Widget,5.48
1192,West,Doohickey,4.86
1193,North,Doohickey,1.53
1194,West,Gizmo,4.76
1195,South,Gizmo,8.06
1196,West,Doohickey,9.03
1197,East,Gadget,9.96
1198,West,Widget,2.97
1199,North,Gizmo,3.46
1200,West,Doohickey,2.83
1201,West,Gadget,4.68
1202,West,Doohickey,8.6
1203,East,Gadget,3.28
1204,South,Gizmo,4.9
1205,South,Widget,1.74
1206,North,Gadget,7.43
1207,West,Gadget,1.35
1208,West,Gadget,7.99
1209,North,Gizmo,9.2
1210,South,Gizmo,4.21
1211,North,Doohickey,6.45
1212,South,Doohickey,1.91
1213,West,Gizmo,7.53
1214,West,Gadget,6.68
1215,North,Gadget,0.95
1216,East,Doohickey,8.21
1217,North,Gadget,7.63
1218,South,Widget,5.91
1219,East,Widget,9.58
1220,West,Gadget,6.38
1221,North,Gizmo,1.98
1222,North,Doohickey,3.99
1223,North,Gizmo,4.95
1224,West,Gadget,3.86
1225,East,Doohickey,6.71
1226,West,Gadget,2.4
1227,East,Widget,8.77
1228,North,Doohickey,4.4
1229,South,Widget,4.98
1230,East,Doohickey,7.27
1231,South,Widget,0.58
1232,North,Gadget,2.24
1233,West,Widget,4.5
1234,West,Gizmo,9.85
1235,North,Widget,7.89
1236,North,Gizmo,1.62
1237,North,Gizmo,4.54
1238,East,Gadget,3.15
1239,North,Widget,4.5
1240,South,Gadget,3.96
1241,West,Widget,0.23
1242,South,Doohickey,8.35
1243,East,Gadget,5.97
1244,North,Gizmo,7.44
1245,South,Gizmo,4.69
1246,South,Gadget,6.83
1247,North,Gizmo,3.96
1248,North,Gadget,6.14
1249,North,Doohickey,1.52
1250,South,Doohickey,6.38
1251,East,Doohickey,3.43
1252,East,Doohickey,8.58
1253,West,Gizmo,3.39
1254,North,Gizmo,2.55
1255,West,Doohickey,9.33
1256,East,Gadget,7.67
1257,North,Gadget,4.23
1258,West,Widget,8.53
1259,South,Doohickey,2.04
1260,East,Doohickey,7.12
1261,North,Doohickey,5.57
1262,West,Gizmo,9.73
1263,East,Gadget,2.82
1264,North,Doohickey,1.22
1265,East,Widget,9.86
1266,North,Gizmo,1.32
1267,North,Doohickey,3.76
1268,South,Gizmo,7.92
1269,West,Widget,6.07
1270,East,Widget,9.82
1271,West,Gizmo,8.54
1272,West,Gizmo,7.32
1273,East,Doohickey,5.43
1274,East,Doohickey,2.25
1275,South,Gadget,3.27
1276,North,Widget,0.43
1277,South,Gizmo,7.72
1278,North,Doohickey,8.71
1279,South,Gizmo,8.89
1280,West,Widget,5.24
1281,East,Widget,0.92
1282,South,Gizmo,6.95
1283,South,Widget,9.36
1284,East,Gadget,9.99
1285,West,Doohickey,9.48
1286,East,Widget,9.9
1287,West,Doohickey,2.14
1288,East,Widget,5.82
1289,South,Doohickey,9.3
1290,East,Gizmo,9.55
1291,West,Doohickey,0.09
1292,North,Doohickey,3.45
1293,South,Gizmo,9.51
1294,West,Gadget,3.31
1295,South,Doohickey,6.4
1296,East,Widget,1.24
1297,East,Doohickey,4.03
1298,West,Widget,1.17
1299,East,Widget,6.7
1300,South,Doohickey,4.28
1301,South,Gizmo,8.35
1302,West,Doohickey,4.74
1303,North,Gizmo,4.8
1304,North,Doohickey,6.69
1305,South,Doohickey,9.12
1306,West,Widget,1.61
1307,South,Gadget,1.37
1308,North,Doohickey,2.04
1309,East,Gizmo,7.18
1310,West,Gadget,1.0
1311,West,Gadget,6.99
1312,South,Widget,8.9
1313,South,Doohickey,6.74
1314,North,Widget,9.18
1315,South,Doohickey,3.74
1316,East,Gadget,1.35
1317,North,Gizmo,6.02
1318,North,Doohickey,5.68
1319,North,Gizmo,1.96
1320,East,Gadget,6.69
1321,North,Doohickey,7.38
1322,East,Gadget,3.67
1323,North,Gadget,1.21
1324,South,Gadget,5.11
1325,North,Gadget,7.04
1326,North,Doohickey,0.63
1327,South,Widget,7.1
1328,South,Gadget,8.34
1329,South,Widget,7.51
1330,South,Doohickey,7.58
1331,West,Widget,8.05
1332,South,Widget,7.34
1333,East,Gadget,7.87
1334,West,Gadget,8.1
1335,West,Doohickey,8.58
1336,West,Widget,0.91
1337,South,Doohickey,9.83
1338,South,Gadget,0.39
1339,North,Gadget,8.28
1340,West,Gizmo,0.26
1341,North,Doohickey,10.0
1342,North,Gizmo,8.5
1343,East,Doohickey,7.98
1344,East,Gizmo,6.49
1345,West,Doohickey,1.01
1346,North,Gizmo,1.08
1347,West,Gizmo,7.34
1348,East,Widget,0.91
1349,West,Gizmo,7.14
1350,South,Doohickey,8.82
1351,South,Widget,0.28
1352,East,Doohickey,0.33
1353,West,Gadget,1.99
1354,West,Widget,3.78
1355,West,Doohickey,7.58
1356,North,Doohickey,2.07
1357,West,Doohickey,8.73
1358,South,Widget,6.84
1359,South,Gadget,8.05
1360,West,Gizmo,5.91
1361,South,Gizmo,5.82
1362,North,Doohickey,1.6
1363,East,Gadget,2.5
1364,South,Doohickey,2.71
1365,South,Gadget,3.35
1366,East,Gizmo,5.79
1367,West,Gadget,7.02
1368,North,Doohickey,1.92
1369,West,Gizmo,8.07
1370,North,Doohickey,3.59
1371,South,Gadget,4.79
1372,North,Gadget,2.75
1373,North,Widget,7.3
1374,West,Gizmo,4.89
1375,East,Doohickey,7.86
1376,North,Gizmo,6.14
1377,North,Gadget,4.7
1378,West,Widget,9.93
1379,West,Widget,3.18
1380,East,Gizmo,7.33
1381,West,Doohickey,3.13
1382,North,Widget,0.39
1383,South,Gizmo,9.31
1384,West,Gizmo,1.24
1385,East,Doohickey,2.55
1386,South,Gizmo,0.21
1387,South,Doohickey,3.05
1388,South,Gizmo,5.39
1389,West,Doohickey,3.26
1390,West,Widget,2.38
1391,South,Doohickey,7.54
1392,West,Gizmo,7.52
1393,West,Widget,7.33
1394,West,Gadget,9.92
1395,North,Gizmo,5.85
1396,South,Widget,7.77
1397,West,Widget,3.61
1398,North,Gadget,2.21
1399,North,Gadget,6.85
1400,North,Doohickey,7.52
1401,West,Doohickey,4.13
1402,East,Gizmo,0.08
1403,North,Gizmo,2.28
1404,North,Doohickey,9.65
1405,South,Doohickey,2.27
1406,East,Doohickey,5.59
1407,West,Gizmo,6.68
1408,South,Gadget,7.56
1409,North,Widget,5.53
1410,North,Doohickey,5.07
1411,West,Gizmo,4.33
1412,East,Doohickey,2.43
1413,North,Widget,8.26
1414,East,Widget,6.34
1415,West,Gizmo,9.77
1416,North,Gadget,1.23
1417,East,Gadget,2.21
1418,South,Widget,3.57
1419,West,Widget,0.99
1420,West,Doohickey,0.0
1421,West,Widget,5.23
1422,South,Widget,5.83
1423,East,Widget,6.82
1424,South,Doohickey,9.74
1425,East,Gadget,1.05
1426,South,Gizmo,7.72
1427,East,Gizmo,2.87
1428,East,Gadget,4.51
1429,North,Widget,5.31
1430,East,Gizmo,3.1
1431,South,Gizmo,2.26
1432,East,Widget,4.2
1433,North,Widget,5.91
1434,South,Gadget,5.41
1435,North,Doohickey,0.55
1436,East,Doohickey,6.41
1437,South,Doohickey,7.9
1438,East,Gizmo,0.54
1439,South,Gadget,6.37
1440,West,Gadget,4.86
1441,South,Gadget,5.78
1442,South,Gadget,0.71
1443,West,Widget,1.71
1444,South,Gadget,4.04
1445,West,Gadget,8.58
1446,North,Doohickey,0.37
1447,East,Gizmo,8.75
1448,North,Widget,2.19
1449,East,Gizmo,5.58
1450,North,Gizmo,7.55
1451,East,Doohickey,2.06
1452,West,Gadget,7.55
1453,West,Gadget,3.0
1454,South,Widget,6.72
1455,East,Gizmo,7.98
1456,North,Widget,4.91
1457,South,Gadget,4.49
1458,West,Widget,1.48
1459,South,Gizmo,5.11
1460,North,Gadget,2.29
1461,North,Gadget,0.85
1462,West,Gizmo,8.33
1463,South,Widget,2.64
1464,West,Widget,9.97
1465,North,Gizmo,6.75
1466,North,Gizmo,4.62
1467,North,Gadget,5.61
1468,North,Gizmo,6.56
1469,South,Gadget,4.84
1470,South,Doohickey,7.03
1471,North,Gadget,8.57
1472,South,Gadget,9.37
1473,East,Gadget,0.09
1474,South,Gadget,8.78
1475,North,Gizmo,1.93
1476,South,Gadget,8.79
1477,South,Gadget,9.74
1478,South,Gizmo,6.74
1479,North,Widget,7.45
1480,West,Widget,8.93
1481,South,Gizmo,6.64
1482,North,Gadget,1.76
1483,South,Widget,2.09
1484,East,Gizmo,9.19
1485,North,Gadget,6.45
1486,East,Doohickey,8.29
1487,South,Gizmo,1.68
1488,North,Gadget,4.03
1489,North,Widget,1.39
1490,South,Doohickey,1.77
1491,South,Doohickey,8.68
1492,South,Doohickey,0.72
1493,West,Doohickey,6.09
1494,South,Gizmo,4.74
1495,South,Gizmo,0.49
1496,West,Gadget,7.15
1497,East,Gizmo,3.19
1498,West,Doohickey,5.07
1499,East,Widget,7.5
1500,North,Gizmo,4.57
1501,South,Gizmo,9.19
1502,East,Widget,2.5
1503,West,Gadget,2.43
1504,West,Gizmo,2.41
1505,East,Gadget,3.31
1506,North,Gadget,1.71
1507,West,Gizmo,5.07
1508,North,Widget,4.94
1509,North,Gizmo,4.81
1510,North,Widget,3.07
1511,West,Gizmo,9.06
1512,South,Gizmo,1.99
1513,East,Gizmo,6.5
1514,West,Widget,4.49
1515,East,Gadget,9.8
1516,West,Doohickey,8.39
1517,North,Doohickey,4.86
1518,North,Doohickey,0.38
1519,East,Gizmo,4.99
1520,North,Widget,9.5
1521,East,Widget,9.64
1522,East,Gadget,6.08
1523,West,Gizmo,2.09
1524,East,Gadget,2.42
1525,East,Doohickey,8.26
1526,East,Gadget,8.91
1527,East,Gadget,9.14
1528,South,Gadget,5.19
1529,North,Gizmo,2.85
1530,West,Gizmo,9.22
1531,North,Doohickey,8.13
1532,North,Widget,8.63
1533,East,Gadget,0.33
1534,West,Gadget,7.38
1535,West,Doohickey,2.43
1536,East,Doohickey,8.16
1537,West,Gizmo,8.27
1538,North,Widget,5.24
1539,East,Doohickey,2.53
1540,West,Gizmo,5.19
1541,South,Gizmo,2.09
1542,North,Doohickey,3.12
1543,East,Gadget,6.55
1544,West,Gadget,0.43
1545,East,Widget,1.21
1546,South,Widget,5.59
1547,South,Gizmo,4.7
1548,East,Gadget,3.76
1549,North,Gadget,4.66
1550,South,Gadget,2.2
1551,South,Gadget,9.23
1552,North,Widget,7.94
1553,East,Widget,8.98
1554,West,Widget,1.61
1555,West,Doohickey,4.06
1556,West,Gizmo,5.84
1557,East,Widget,3.67
1558,East,Doohickey,0.03
1559,North,Doohickey,0.63
1560,South,Gizmo,3.47
1561,West,Doohickey,2.19
1562,North,Gadget,7.48
1563,East,Gadget,9.04
1564,East,Widget,3.48
1565,North,Doohickey,8.72
1566,South,Gadget,7.84
1567,South,Doohickey,6.16
1568,South,Doohickey,6.43
1569,South,Gadget,3.62
1570,North,Gadget,1.26
1571,North,Widget,4.8
1572,South,Gadget,9.46
1573,North,Gizmo,2.9
1574,South,Widget,9.68
1575,South,Doohickey,0.46
1576,East,Doohickey,4.67
1577,North,Widget,9.59
1578,West,Widget,9.21
1579,West,Widget,4.85
1580,East,Widget,1.88
1581,West,Gizmo,7.3
1582,South,Gadget,5.13
1583,West,Doohickey,7.75
1584,North,Widget,3.07
1585,North,Gizmo,8.91
1586,North,Widget,8.13
1587,North,Widget,1.34
1588,East,Doohickey,8.11
1589,South,Gizmo,5.61
1590,East,Gizmo,2.66
1591,South,Widget,3.48
1592,West,Doohickey,4.14
1593,South,Gadget,4.34
1594,South,Doohickey,0.97
1595,East,Doohickey,9.26
1596,South,Gizmo,3.21
1597,West,Doohickey,3.73
1598,East,Gizmo,8.7
1599,West,Gadget,2.19
1600,East,Gizmo,5.5
1601,North,Gizmo,1.63
1602,West,Gizmo,0.6
1603,East,Gizmo,9.32
1604,South,Gizmo,7.76
1605,North,Doohickey,9.43
1606,East,Gadget,7.31
1607,East,Doohickey,6.74
1608,South,Gizmo,9.28
1609,East,Widget,1.04
1610,North,Gizmo,6.68
1611,North,Doohickey,4.68
1612,East,Gizmo,0.06
1613,South,Gizmo,7.01
1614,North,Doohickey,5.57
1615,West,Gadget,3.77
1616,East,Gizmo,8.42
1617,North,Doohickey,6.43
1618,North,Doohickey,0.73
1619,West,Doohickey,6.48
1620,East,Doohickey,7.79
1621,East,Doohickey,2.12
1622,South,Gizmo,9.57
1623,North,Gizmo,0.52
1624,East,Gizmo,4.91
1625,East,Widget,6.92
1626,South,Gizmo,4.4
1627,South,Widget,3.09
1628,North,Doohickey,4.08
1629,North,Gadget,1.43
1630,East,Gizmo,6.14
1631,East,Gadget,7.83
1632,West,Widget,4.91
1633,North,Gadget,6.01
1634,North,Gadget,5.84
1635,South,Widget,8.24
1636,North,Gadget,2.95
1637,South,Widget,2.51
1638,South,Doohickey,5.19
1639,East,Gadget,4.55
1640,East,Gizmo,5.82
1641,East,Gizmo,3.35
1642,West,Widget,9.27
1643,East,Doohickey,2.84
1644,North,Gizmo,9.21
1645,East,Doohickey,8.65
1646,North,Gadget,7.73
1647,East,Gadget,8.16
1648,South,Gizmo,0.24
1649,East,Doohickey,3.91
1650,North,Doohickey,2.7
1651,South,Widget,5.7
1652,South,Gadget,7.77
1653,South,Widget,3.79
1654,West,Widget,4.55
1655,South,Doohickey,6.69
1656,East,Gadget,1.87
1657,South,Gadget,9.83
1658,West,Gadget,8.84
1659,North,Doohickey,7.95
1660,North,Gadget,7.34
1661,East,Gadget,2.4
1662,East,Gizmo,0.58
1663,East,Gizmo,6.96
1664,South,Gizmo,8.28
1665,East,Gizmo,9.72
1666,West,Gizmo,4.15
1667,West,Gadget,6.27
1668,East,Widget,3.58
1669,South,Doohickey,9.46
1670,South,Doohickey,9.91
1671,East,Gizmo,4.08
1672,East,Gadget,5.61
1673,North,Doohickey,0.5
1674,North,Widget,1.03
1675,East,Gizmo,9.94
1676,South,Widget,6.61
1677,East,Widget,5.5
1678,West,Doohickey,6.43
1679,East,Gadget,7.26
1680,East,Gizmo,0.25
1681,South,Gadget,6.85
1682,East,Doohickey,8.27
1683,East,Gizmo,6.66
1684,West,Doohickey,7.97
1685,South,Gizmo,1.62
1686,South,Gadget,5.2
1687,North,Gizmo,6.87
1688,South,Widget,2.31
1689,East,Gizmo,3.11
1690,North,Doohickey,4.52
1691,West,Gadget,2.14
1692,East,Doohickey,2.03
1693,East,Widget,9.57
1694,East,Doohickey,9.47
1695,East,Gizmo,7.86
1696,North,Gizmo,6.13
1697,North,Gizmo,2.77
1698,South,Widget,0.05
1699,West,Doohickey,8.49
1700,West,Widget,6.71
1701,West,Doohickey,1.89
1702,South,Doohickey,8.3
1703,West,Gadget,4.37
1704,West,Gizmo,2.6
1705,West,Gadget,0.51
1706,South,Gadget,1.62
1707,West,Gadget,6.45
1708,South,Gizmo,8.75
1709,North,Gadget,7.08
1710,North,Widget,9.94
1711,South,Gizmo,0.73
1712,South,Gizmo,8.47
1713,West,Doohickey,1.73
1714,East,Gadget,5.49
1715,North,Gadget,6.3
1716,North,Widget,8.26
1717,North,Widget,4.77
1718,East,Gizmo,5.8
1719,South,Gadget,3.71
1720,East,Widget,7.52
1721,South,Gizmo,4.68
1722,North,Gizmo,3.69
1723,South,Gizmo,2.7
1724,East,Widget,7.78
1725,South,Gizmo,6.01
1726,South,Doohickey,0.11
1727,North,Widget,1.0
1728,West,Widget,8.7
1729,North,Gizmo,0.05
1730,East,Gadget,8.29
1731,East,Gizmo,8.15
1732,South,Doohickey,0.7
1733,South,Widget,3.51
1734,West,Gizmo,0.26
1735,West,Gizmo,1.08
1736,South,Gadget,6.13
1737,East,Gadget,3.2
1738,South,Doohickey,9.05
1739,East,Widget,0.42
1740,West,Doohickey,4.14
1741,West,Widget,6.97
1742,East,Gadget,2.79
1743,South,Doohickey,9.32
1744,South,Gadget,6.03
1745,South,Gadget,3.81
1746,West,Gizmo,9.0
1747,East,Doohickey,8.64
1748,South,Gadget,1.2
1749,West,Gizmo,8.45
1750,West,Gizmo,0.04
1751,North,Gizmo,5.37
1752,North,Gizmo,5.6
1753,North,Gadget,8.23
1754,North,Gizmo,3.37
1755,South,Gizmo,3.19
1756,South,Gizmo,7.65
1757,South,Gadget,2.77
1758,East,Gizmo,2.43
1759,East,Doohickey,6.86
1760,West,Gizmo,8.74
1761,West,Gadget,9.15
1762,West,Gadget,6.62
1763,West,Doohickey,4.48
1764,West,Doohickey,8.01
1765,South,Gadget,7.93
1766,East,Doohickey,1.52
1767,North,Widget,4.36
1768,West,Doohickey,3.77
1769,East,Gizmo,8.03
1770,South,Widget,2.58
1771,North,Gizmo,5.39
1772,North,Doohickey,6.09
1773,North,Gizmo,0.61
1774,West,Widget,8.56
1775,North,Doohickey,2.69
1776,West,Gadget,8.01
1777,East,Widget,4.94
1778,North,Widget,2.84
1779,West,Doohickey,2.57
1780,East,Gizmo,4.89
1781,South,Widget,1.64
1782,West,Gizmo,3.9
1783,North,Gadget,3.41
1784,West,Widget,4.28
1785,West,Gadget,0.96
1786,West,Gizmo,8.25
1787,South,Gizmo,1.54
1788,East,Doohickey,0.94
1789,West,Widget,6.64
1790,West,Widget,1.87
1791,West,Widget,3.74
1792,North,Doohickey,4.31
1793,West,Gadget,8.13
1794,North,Doohickey,8.61
1795,South,Doohickey,0.52
1796,West,Doohickey,8.08
1797,North,Gadget,6.5
1798,East,Gadget,6.49
1799,North,Widget,6.63
1800,East,Gizmo,4.12
1801,East,Doohickey,1.94
1802,East,Widget,5.5
1803,West,Gadget,8.11
1804,West,Doohickey,5.57
1805,East,Gizmo,3.12
1806,West,Gizmo,2.71
1807,North,Widget,7.23
1808,East,Doohickey,6.2
1809,East,Gadget,1.37
1810,South,Gizmo,3.31
1811,North,Doohickey,9.72
1812,East,Gizmo,5.76
1813,North,Gizmo,5.0
1814,East,Gizmo,8.44
1815,West,Gadget,0.57
1816,North,Gadget,3.74
1817,East,Gadget,1.46
1818,East,Widget,3.4
1819,South,Widget,7.81
1820,East,Gadget,5.99
1821,North,Gizmo,8.01
1822,East,Gadget,2.12
1823,North,Doohickey,5.59
1824,West,Gizmo,1.66
1825,West,Gizmo,3.38
1826,South,Doohickey,6.44
1827,East,Doohickey,0.91
1828,North,Gizmo,0.05
1829,North,Doohickey,6.1
1830,East,Doohickey,1.07
1831,West,Gizmo,0.4
1832,West,Gadget,9.63
1833,West,Gadget,7.1
1834,South,Widget,7.89
1835,West,Gadget,6.41
1836,East,Gizmo,4.0
1837,West,Gizmo,7.11
1838,West,Widget,5.38
1839,South,Gizmo,3.89
1840,East,Widget,1.95
1841,South,Gizmo,1.58
1842,West,Gizmo,1.72
1843,West,Gadget,2.21
1844,South,Doohickey,1.41
1845,North,Gadget,8.59
1846,East,Widget,2.6
1847,East,Gizmo,8.58
1848,South,Doohickey,9.41
1849,North,Doohickey,7.48
1850,South,Gadget,7.16
1851,South,Doohickey,2.05
1852,South,Gizmo,2.98
1853,East,Widget,8.67
1854,West,Gizmo,7.99
1855,South,Doohickey,9.79
1856,West,Doohickey,7.96
1857,East,Gadget,7.42
1858,North,Doohickey,3.77
1859,West,Widget,9.72
1860,East,Doohickey,5.65
1861,West,Widget,6.96
1862,North,Doohickey,5.46
1863,North,Gizmo,6.07
1864,East,Gadget,9.41
1865,East,Widget,8.78
1866,East,Gadget,9.54
1867,East,Gadget,7.02
1868,West,Gadget,6.04
1869,South,Gizmo,0.5
1870,South,Gadget,4.22
1871,East,Gizmo,5.95
1872,East,Gadget,8.99
1873,East,Doohickey,4.07
1874,South,Widget,7.24
1875,West,Doohickey,0.51
1876,West,Gizmo,3.38
1877,South,Doohickey,9.76
1878,North,Gadget,6.04
1879,South,Widget,5.98
1880,South,Widget,4.79
1881,East,Widget,3.74
1882,North,Doohickey,3.92
1883,East,Widget,2.09
1884,South,Gizmo,6.77
1885,South,Doohickey,9.61
1886,North,Gizmo,8.16
1887,South,Gizmo,4.99
1888,North,Widget,4.17
1889,West,Widget,6.69
1890,South,Doohickey,8.5
1891,West,Gizmo,8.26
1892,South,Gizmo,1.97
1893,West,Widget,0.47
1894,South,Gadget,6.97
1895,North,Gizmo,9.76
1896,South,Widget,2.06
1897,West,Doohickey,3.14
1898,East,Doohickey,2.65
1899,North,Gizmo,3.32
1900,South,Gadget,2.45
1901,North,Doohickey,4.32
1902,South,Gadget,7.2
1903,South,Gizmo,6.88
1904,North,Doohickey,6.21
1905,West,Widget,5.17
1906,South,Doohickey,9.72
1907,South,Gizmo,1.23
1908,South,Doohickey,0.01
1909,North,Gadget,0.9
1910,West,Gadget,1.91
1911,East,Gadget,5.91
1912,South,Widget,4.25
1913,North,Doohickey,9.78
1914,North,Widget,6.93
1915,East,Gadget,1.35
1916,East,Widget,9.72
1917,East,Doohickey,8.87
1918,South,Gadget,8.07
1919,West,Doohickey,8.91
1920,East,Gadget,7.82
1921,West,Widget,9.38
1922,West,Widget,5.61
1923,North,Gizmo,2.89
1924,South,Gadget,4.28
1925,South,Widget,7.01
1926,East,Doohickey,2.82
1927,East,Widget,1.12
1928,North,Widget,8.44
1929,East,Gizmo,5.01
1930,South,Gizmo,4.72
1931,West,Gizmo,3.22
1932,East,Gadget,2.85
1933,South,Widget,0.53
1934,South,Gadget,5.39
1935,South,Widget,8.1
1936,East,Widget,0.49
1937,West,Gadget,6.9
1938,East,Gadget,2.47
1939,North,Gadget,4.93
1940,South,Gadget,9.22
1941,West,Widget,7.31
1942,South,Gadget,9.72
1943,South,Widget,3.98
1944,West,Gizmo,5.88
1945,North,Doohickey,7.72
1946,North,Gizmo,1.13
1947,South,Gizmo,6.67
1948,West,Widget,4.44
1949,West,Gizmo,9.27
1950,South,Gizmo,2.67
1951,West,Doohickey,6.15
1952,West,Gadget,5.85
1953,West,Doohickey,3.26
1954,West,Gadget,9.95
1955,West,Doohickey,2.83
1956,South,Doohickey,8.87
1957,South,Gizmo,3.73
1958,South,Widget,2.98
1959,North,Gadget,1.14
1960,North,Doohickey,4.53
1961,West,Gadget,5.78
1962,East,Gadget,1.33
1963,East,Gizmo,6.94
1964,West,Doohickey,8.6
1965,West,Gadget,9.83
1966,West,Widget,5.83
1967,East,Doohickey,6.85
1968,South,Widget,9.51
1969,South,Gizmo,4.72
1970,West,Widget,5.1
1971,North,Gizmo,3.93
1972,South,Doohickey,1.34
1973,West,Doohickey,4.97
1974,East,Widget,8.09
1975,North,Gizmo,6.02
1976,North,Gadget,4.23
1977,South,Doohickey,0.11
1978,East,Doohickey,5.95
1979,West,Doohickey,6.1
1980,South,Gizmo,6.69
1981,North,Gadget,6.34
1982,South,Widget,9.25
1983,East,Gizmo,6.03
1984,South,Gadget,7.39
1985,South,Doohickey,3.46
1986,North,Doohickey,9.08
1987,South,Gadget,7.97
1988,South,Doohickey,5.81
1989,West,Widget,2.39
1990,East,Widget,2.95
1991,West,Gadget,9.96
1992,East,Gizmo,4.2
1993,East,Doohickey,1.13
1994,North,Gadget,8.97
1995,West,Widget,4.83
1996,West,Gizmo,5.53
1997,South,Gizmo,9.47
1998,East,Widget,4.28
1999,West,Gizmo,3.96
2000,East,Gadget,4.57
2001,West,Gizmo,5.37
2002,East,Widget,6.3
2003,North,Widget,0.14
2004,South,Gadget,1.92
2005,East,Gadget,8.37
2006,North,Gizmo,7.62
2007,South,Widget,5.92
2008,East,Widget,3.2
2009,South,Doohickey,7.76
2010,North,Doohickey,8.12
2011,East,Widget,6.73
2012,South,Doohickey,8.12
2013,North,Widget,6.02
